code,label
Y55.5,Médicaments contre le coryza [rhume banal]
Y55.7,"Substances agissant essentiellement sur l''appareil respiratoire, autres et sans précision"
Y56.0,"Médicaments antifongiques, antiinfectieux et antiinflammatoires pour application locale, non classés ailleurs"
Y56.1,Antiprurigineux
Y56.2,Astringents et détergents locaux
Y56.3,"Émollients, adoucissants et protecteurs"
Y56.4,"Kératolytiques, kératoplastiques et autres médicaments et préparations capillaires"
Y56.5,Médicaments et préparations ophtalmologiques
Y56.6,Médicaments et préparations utilisés en oto-rhino-laryngologie
Y56.7,Médicaments dentaires pour application locale
Y56.8,Autres topiques agissant essentiellement sur la peau et les muqueuses
Y56.9,"Topique agissant essentiellement sur la peau et les muqueuses, sans précision"
Y57,"Substances médicamenteuses, autres et sans précision"
Y57.1,Lipotropes
Y57.2,"Antidotes et chélateurs, non classés ailleurs"
Y57.3,Produits de désintoxication alcoolique
Y57.4,Excipients pharmaceutiques
Y57.5,Produit de contraste utilisé en radiologie
Y57.6,Autres agents de diagnostic
Y57.8,Autres substances et médicaments
Y57.9,"Substance et médicament, sans précision"
Y58,Vaccins bactériens
Y58.0,BCG
Y58.1,Antityphoïdique et paratyphoïdique
Y58.2,Anticholérique
Y58.3,Antipesteux
Y58.4,Antitétanique
Y58.5,Antidiphtérique
Y58.6,"Anticoquelucheux, y compris en association"
Y58.8,"Vaccins bactériens mixtes, sauf ceux qui contiennent du vaccin anticoquelucheux"
Y58.9,"Vaccins bactériens, autres et sans précision"
Y59,"Vaccins et substances biologiques, autres et sans précision"
Y59.0,Vaccins antiviraux
Y59.1,Vaccins antirickettsies
Y59.2,Vaccins antiprotozoaires
Y59.8,Autres vaccins et substances biologiques précisés
Y59.9,"Vaccin ou substance biologique, sans précision"
Y60,"Coupure, piqure, perforation ou hémorragie accidentelles au cours d''actes médicaux et chirurgicaux"
Y70-Y82,Dispositifs médicaux associés à des accidents au cours de leur usage diagnostique et thérapeutique
Y83-Y84,"Actes chirurgicaux et autres actes médicaux à l''origine de réactions anormales du patient ou de complications ultérieures, sans mention d''accident au cours de l''intervention"
Y89,Séquelles d'autres causes externes
Y60.0,Au cours d'une intervention chirurgicale
Y60.1,Au cours d'une perfusion ou transfusion
Y60.2,Au cours d'une dialyse rénale ou autre perfusion
Y60.3,Au cours d'une injection ou vaccination
Y60.4,Au cours d'une endoscopie
Y60.5,Au cours d'un cathétérisme cardiaque
Y60.6,"Au cours d''une aspiration, d''une ponction et d''un autre cathétérisme"
Y60.7,Au cours de l'administration d'un lavement
Y60.8,Au cours d'un autre acte médical et chirurgical
Y60.9,"Au cours d''un acte médical et chirurgical, sans précision"
Y61,Corps étranger accidentellement laissé dans l'organisme au cours d'actes médicaux et chirurgicaux
Y61.0,Au cours d'une intervention chirurgicale
Y61.1,Au cours d'une perfusion ou transfusion
Y61.2,Au cours d'une dialyse rénale ou autre perfusion
Y61.3,Au cours d'une injection ou vaccination
Y61.4,Au cours d'une endoscopie
Y61.5,Au cours d'un cathétérisme cardiaque
Y61.6,"Au cours d''une aspiration, d''une ponction et d''un autre cathétérisme"
Y61.7,Au cours de l'extraction d'un cathéter ou d'un tamponnement
Y61.8,Au cours d'autres actes médicaux et chirurgicaux
Y61.9,"Au cours d''un acte médical et chirurgical, sans précision"
Y62,Asepsie insuffisante au cours d'actes médicaux et chirurgicaux
Y62.0,Au cours d'une intervention chirurgicale
Y62.1,Au cours d'une perfusion ou transfusion
Y62.2,Au cours d'une dialyse rénale ou autre perfusion
Y62.3,Au cours d'une injection ou vaccination
Y62.4,Au cours d'une endoscopie
Y62.5,Au cours d'un cathétérisme cardiaque
Y62.6,"Au cours d''une aspiration, d''une ponction et d''un autre cathétérisme"
Y62.8,Au cours d'autres actes médicaux et chirurgicaux
Y62.9,"Au cours d''un acte médical et chirurgical, sans précision"
Y63,Erreur de dosage au cours d'actes médicaux et chirurgicaux
Y63.0,Administration en quantité excessive de sang ou d'un autre liquide au cours d'une transfusion ou perfusion
Y63.1,Erreur de dilution au cours d'une perfusion
Y63.2,Dose excessive administrée en radiothérapie
Y63.3,Irradiation par inadvertance d'un malade au cours d'un acte médical
Y63.4,Erreur de dosage au cours de sismothérapie ou d'insulinothérapie
Y63.5,Température inadéquate au cours d'application locale ou de tamponnement
Y63.6,Non-administration d'un médicament ou d'une substance biologique nécessaire
Y63.8,Erreur de dosage au cours d'autres actes médicaux et chirurgicaux
Y63.9,"Erreur de dosage au cours d''un acte médical et chirurgical, sans précision"
Y64,Substances médicales ou biologiques contaminées
Y64.0,Transfusion ou perfusion d'une substance médicale ou biologique contaminée
Y64.1,Injection ou vaccination avec une substance médicale ou biologique contaminée
Y64.8,Administration par d'autres moyens d'une substance médicale ou biologique contaminée
Y64.9,Administration par des moyens non précisés d'une substance médicale ou biologique contaminée
Y65,Autres accidents et complications au cours d'actes médicaux et chirurgicaux
Y65.0,Incompatibilité sanguine au cours d'une transfusion
Y65.1,Erreur de liquide utilisé lors d'une perfusion
Y65.2,Lâchage de suture ou de ligature au cours d'une intervention chirurgicale
Y65.3,Malposition de canule endotrachéale au cours d'une intubation durant une anesthésie
Y65.4,Échec à l'introduction ou à l'extraction d'autres canules ou instruments
Y65.5,Exécution d'une intervention non appropriée
Y65.8,Autres accidents et complications précisés au cours d'actes médicaux et chirurgicaux
Y66,Non-administration de soins médicaux et chirurgicaux
Y69,"Accident et complication au cours d''un acte médical et chirurgical, sans précision"
Y70,"Appareils d''anesthésiologie, associés à des accidents"
Y70.0,"Appareils d''anesthésiologie, associés à des accidents - \ Appareil pour diagnostic et monitorage \"
Y70.1,"Appareils d''anesthésiologie, associés à des accidents - \ Appareil pour traitement (non chirurgical) et rééducation \"
Y70.2,"Appareils d''anesthésiologie, associés à des accidents - \ Prothèse et autres implants, matériel et accessoires \"
Y70.3,"Appareils d''anesthésiologie, associés à des accidents - \ Instruments, matériaux et appareils chirurgicaux (y compris les sutures) \"
Y70.8,"Appareils d''anesthésiologie, associés à des accidents - \ Appareils divers, non classés ailleurs \"
Y71,"Appareils cardiovasculaires, associés à des accidents"
Y71.0,"Appareils cardiovasculaires, associés à des accidents - \ Appareil pour diagnostic et monitorage \"
Y71.1,"Appareils cardiovasculaires, associés à des accidents - \ Appareil pour traitement (non chirurgical) et rééducation \"
Y71.2,"Appareils cardiovasculaires, associés à des accidents - \ Prothèse et autres implants, matériel et accessoires \"
Y71.3,"Appareils cardiovasculaires, associés à des accidents - \ Instruments, matériaux et appareils chirurgicaux (y compris les sutures) \"
Y71.8,"Appareils cardiovasculaires, associés à des accidents - \ Appareils divers, non classés ailleurs \"
Y72,"Appareils oto-rhino-laryngologiques, associés à des accidents"
Y72.0,"Appareils oto-rhino-laryngologiques, associés à des accidents - \ Appareil pour diagnostic et monitorage \"
Y72.1,"Appareils oto-rhino-laryngologiques, associés à des accidents - \ Appareil pour traitement (non chirurgical) et rééducation \"
Y72.2,"Appareils oto-rhino-laryngologiques, associés à des accidents - \ Prothèse et autres implants, matériel et accessoires \"
Y72.3,"Appareils oto-rhino-laryngologiques, associés à des accidents - \ Instruments, matériaux et appareils chirurgicaux (y compris les sutures) \"
Y72.8,"Appareils oto-rhino-laryngologiques, associés à des accidents - \ Appareils divers, non classés ailleurs \"
Y73,"Appareils utilisés en gastroentérologie et en urologie, associés à des accidents"
Y73.0,"Appareils utilisés en gastroentérologie et en urologie, associés à des accidents - \ Appareil pour diagnostic et monitorage \"
Y73.1,"Appareils utilisés en gastroentérologie et en urologie, associés à des accidents - \ Appareil pour traitement (non chirurgical) et rééducation \"
Y73.2,"Appareils utilisés en gastroentérologie et en urologie, associés à des accidents - \ Prothèse et autres implants, matériel et accessoires \"
Y73.3,"Appareils utilisés en gastroentérologie et en urologie, associés à des accidents - \ Instruments, matériaux et appareils chirurgicaux (y compris les sutures) \"
Y73.8,"Appareils utilisés en gastroentérologie et en urologie, associés à des accidents - \ Appareils divers, non classés ailleurs \"
Y74,"Appareillage hospitalier et d''usage personnel, associé à des accidents"
Y74.0,"Appareillage hospitalier et d''usage personnel, associé à des accidents - \ Appareil pour diagnostic et monitorage \"
Y74.1,"Appareillage hospitalier et d''usage personnel, associé à des accidents - \ Appareil pour traitement (non chirurgical) et rééducation \"
Y74.2,"Appareillage hospitalier et d''usage personnel, associé à des accidents - \ Prothèse et autres implants, matériel et accessoires \"
Y74.3,"Appareillage hospitalier et d''usage personnel, associé à des accidents - \ Instruments, matériaux et appareils chirurgicaux (y compris les sutures) \"
Y74.8,"Appareillage hospitalier et d''usage personnel, associé à des accidents - \ Appareils divers, non classés ailleurs \"
Y75,"Appareils utilisés en neurologie, associés à des accidents"
Y75.0,"Appareils utilisés en neurologie, associés à des accidents - \ Appareil pour diagnostic et monitorage \"
Y75.1,"Appareils utilisés en neurologie, associés à des accidents - \ Appareil pour traitement (non chirurgical) et rééducation \"
Y75.2,"Appareils utilisés en neurologie, associés à des accidents - \ Prothèse et autres implants, matériel et accessoires \"
Y75.3,"Appareils utilisés en neurologie, associés à des accidents - \ Instruments, matériaux et appareils chirurgicaux (y compris les sutures) \"
Y75.8,"Appareils utilisés en neurologie, associés à des accidents - \ Appareils divers, non classés ailleurs \"
Y76,"Appareils utilisés en obstétrique et en gynécologie, associés à des accidents"
Y76.0,"Appareils utilisés en obstétrique et en gynécologie, associés à des accidents - \ Appareil pour diagnostic et monitorage \"
Y85.0,Séquelles d'un accident de véhicule à moteur
E35.0,Tuberculose de la thyroïde
Y76.1,"Appareils utilisés en obstétrique et en gynécologie, associés à des accidents - \ Appareil pour traitement (non chirurgical) et rééducation \"
Y76.2,"Appareils utilisés en obstétrique et en gynécologie, associés à des accidents - \ Prothèse et autres implants, matériel et accessoires \"
Y76.3,"Appareils utilisés en obstétrique et en gynécologie, associés à des accidents - \ Instruments, matériaux et appareils chirurgicaux (y compris les sutures) \"
Y76.8,"Appareils utilisés en obstétrique et en gynécologie, associés à des accidents - \ Appareils divers, non classés ailleurs \"
Y77,"Appareils utilisés en ophtalmologie, associés à des accidents"
Y77.0,"Appareils utilisés en ophtalmologie, associés à des accidents - \ Appareil pour diagnostic et monitorage \"
Y77.1,"Appareils utilisés en ophtalmologie, associés à des accidents - \ Appareil pour traitement (non chirurgical) et rééducation \"
Y77.2,"Appareils utilisés en ophtalmologie, associés à des accidents - \ Prothèse et autres implants, matériel et accessoires \"
Y77.3,"Appareils utilisés en ophtalmologie, associés à des accidents - \ Instruments, matériaux et appareils chirurgicaux (y compris les sutures) \"
Y77.8,"Appareils utilisés en ophtalmologie, associés à des accidents - \ Appareils divers, non classés ailleurs \"
Y78,"Appareils utilisés en radiologie, associés à des accidents"
Y78.0,"Appareils utilisés en radiologie, associés à des accidents - \ Appareil pour diagnostic et monitorage \"
Y78.1,"Appareils utilisés en radiologie, associés à des accidents - \ Appareil pour traitement (non chirurgical) et rééducation \"
Y78.2,"Appareils utilisés en radiologie, associés à des accidents - \ Prothèse et autres implants, matériel et accessoires \"
Y78.3,"Appareils utilisés en radiologie, associés à des accidents - \ Instruments, matériaux et appareils chirurgicaux (y compris les sutures) \"
Y78.8,"Appareils utilisés en radiologie, associés à des accidents - \ Appareils divers, non classés ailleurs \"
Y79,"Appareils orthopédiques, associés à des accidents"
Y79.0,"Appareils orthopédiques, associés à des accidents - \ Appareil pour diagnostic et monitorage \"
Y79.1,"Appareils orthopédiques, associés à des accidents - \ Appareil pour traitement (non chirurgical) et rééducation \"
Y79.2,"Appareils orthopédiques, associés à des accidents - \ Prothèse et autres implants, matériel et accessoires \"
Y79.3,"Appareils orthopédiques, associés à des accidents - \ Instruments, matériaux et appareils chirurgicaux (y compris les sutures) \"
